product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,stock,sold_quantity,profit_margin_pct,is_organic,demand_index,delivery_status
Lizol Family Pack Household 715,Household,Lizol,683.53,0,683.53,3.5,170,23,Bengaluru,112,181,6.7,FALSE,46,On-Time
Nivea Premium Personal 859,Personal Care,Nivea,583.56,10,525.2,4.6,240,33,Chennai,81,46,37.4,FALSE,3,On-Time
Himalaya Lite Personal 578,Personal Care,Himalaya,728.36,20,582.69,4.6,156,16,Pune,111,218,30.1,FALSE,58,On-Time
Mother Dairy Premium Dairy 101,Dairy,Mother Dairy,212.5,0,212.5,4.4,378,34,Mumbai,132,44,23.9,TRUE,20,On-Time
BakeHouse Lite Bakery 222,Bakery,BakeHouse,379.09,0,379.09,4.6,41,17,Hyderabad,86,69,17.6,FALSE,3,On-Time
Modern Daily Bakery 71,Bakery,Modern,458.02,15,389.32,3.5,183,19,Bengaluru,107,289,10.8,TRUE,67,On-Time
P&G Family Pack Personal 281,Personal Care,P&G,443.25,0,443.25,4.2,48,38,Ahmedabad,105,184,13.2,FALSE,38,Delayed
FreshFarm Family Pack Fruits 231,Fruits & Vegetables,FreshFarm,380.59,5,361.56,4.5,50,27,Kolkata,88,98,37,FALSE,23,On-Time
Tropicana Organic Beverages 79,Beverages,Tropicana,194.99,10,175.49,4.8,311,28,Hyderabad,110,159,17.4,FALSE,60,On-Time
Parle Premium Snacks 569,Snacks,Parle,66.38,0,66.38,4.1,287,35,Lucknow,115,208,17.2,TRUE,45,On-Time
Tropicana Fresh Beverages 549,Beverages,Tropicana,25.05,15,21.29,4.7,498,15,Pune,73,170,20.4,FALSE,44,On-Time
Fortune Original Grocery 353,Grocery,Fortune,250.36,0,250.36,4.1,428,24,Delhi,85,34,31.4,FALSE,23,On-Time
Lay's Premium Snacks 222,Snacks,Lay's,147.43,10,132.69,4,467,26,Chennai,97,104,5,FALSE,23,On-Time
Nivea Family Pack Personal 730,Personal Care,Nivea,768.51,0,768.51,4.4,28,33,Lucknow,115,324,8.7,FALSE,51,Delayed
Lay's Lite Snacks 419,Snacks,Lay's,31.37,0,31.37,4.3,126,34,Lucknow,110,52,33.8,FALSE,16,On-Time
Nivea Organic Personal 432,Personal Care,Nivea,721.81,10,649.63,3.9,187,24,Chennai,115,81,24.8,FALSE,28,Delayed
BakeHouse Fresh Bakery 475,Bakery,BakeHouse,390.44,5,370.92,4,143,27,Kolkata,129,73,7,FALSE,38,On-Time
Amul Daily Dairy 593,Dairy,Amul,229.63,0,229.63,4.2,252,33,Delhi,89,89,13.9,FALSE,22,On-Time
Nivea Organic Personal 538,Personal Care,Nivea,583.9,0,583.9,3.7,91,28,Pune,101,273,10.5,FALSE,63,On-Time
Surf Excel Original Household 983,Household,Surf Excel,305.86,5,290.57,3.7,218,25,Jaipur,125,0,17.8,TRUE,10,Delayed
DailyGreens Family Pack Fruits 874,Fruits & Vegetables,DailyGreens,32.6,25,24.45,4.6,209,24,Kolkata,86,186,18.5,FALSE,52,On-Time
FreshFarm Lite Fruits 515,Fruits & Vegetables,FreshFarm,163.59,20,130.87,3.8,210,34,Lucknow,115,37,5.1,FALSE,17,On-Time
Patanjali Lite Grocery 499,Grocery,Patanjali,62.26,25,46.7,4,203,29,Bengaluru,90,101,11.5,FALSE,24,On-Time
Lizol Family Pack Household 804,Household,Lizol,858.36,15,729.61,4.8,161,18,Delhi,95,599,15.2,FALSE,100,On-Time
Tropicana Lite Beverages 203,Beverages,Tropicana,347.45,15,295.33,4.6,467,13,Pune,127,193,15.2,TRUE,39,On-Time
Pepsi Fresh Beverages 704,Beverages,Pepsi,93.02,10,83.72,4.2,450,30,Lucknow,137,79,18.2,FALSE,29,On-Time
Patanjali Classic Grocery 809,Grocery,Patanjali,134,5,127.3,5,290,20,Bengaluru,119,63,11.5,FALSE,33,On-Time
Britannia Organic Bakery 357,Bakery,Britannia,53.15,5,50.49,3.4,334,19,Hyderabad,101,39,7.7,TRUE,6,On-Time
Pepsi Lite Beverages 844,Beverages,Pepsi,266.8,5,253.46,4.7,518,34,Mumbai,134,309,13.3,FALSE,75,Delayed
Tropicana Lite Beverages 287,Beverages,Tropicana,60.85,10,54.77,4,479,12,Hyderabad,127,332,30.9,FALSE,69,On-Time
Britannia Lite Bakery 61,Bakery,Britannia,132.38,5,125.76,3.9,42,37,Ahmedabad,99,363,22.2,TRUE,75,On-Time
Amul Classic Dairy 520,Dairy,Amul,136.23,0,136.23,4.2,221,25,Bengaluru,118,98,24.9,FALSE,23,Delayed
FreshFarm Original Fruits 432,Fruits & Vegetables,FreshFarm,11.57,0,11.57,4,162,26,Mumbai,112,300,10.7,FALSE,64,On-Time
Minute Maid Organic Beverages 911,Beverages,Minute Maid,242.24,25,181.68,4.1,510,23,Hyderabad,118,35,39.8,TRUE,17,Delayed
DailyGreens Family Pack Fruits 883,Fruits & Vegetables,DailyGreens,26.76,10,24.08,3.4,68,36,Pune,109,65,12.7,FALSE,8,Delayed
Surf Excel Classic Household 241,Household,Surf Excel,761.45,5,723.38,4.2,335,28,Hyderabad,91,205,15.2,FALSE,35,On-Time
Britannia Daily Bakery 631,Bakery,Britannia,29.26,15,24.87,3.9,166,13,Pune,114,107,23.9,FALSE,28,On-Time
Tropicana Organic Beverages 918,Beverages,Tropicana,21.57,25,16.18,4,643,22,Hyderabad,102,65,35.7,FALSE,29,On-Time
Patanjali Lite Grocery 603,Grocery,Patanjali,440.47,5,418.45,3.7,129,17,Ahmedabad,132,25,35,TRUE,7,On-Time
Amul Original Dairy 213,Dairy,Amul,90.29,20,72.23,4.4,45,23,Delhi,147,84,16.5,FALSE,29,On-Time
Himalaya Original Personal 80,Personal Care,Himalaya,300.66,10,270.59,4.6,168,11,Pune,96,54,17.7,FALSE,31,On-Time
Mother Dairy Daily Dairy 314,Dairy,Mother Dairy,191.09,20,152.87,3.9,476,29,Delhi,95,362,5.4,FALSE,73,On-Time
P&G Family Pack Personal 845,Personal Care,P&G,256.03,0,256.03,4,206,22,Chennai,121,99,32.9,FALSE,9,On-Time
Tropicana Original Beverages 573,Beverages,Tropicana,324.96,10,292.46,3.5,538,32,Jaipur,119,105,23,FALSE,14,On-Time
Aashirvaad Fresh Grocery 925,Grocery,Aashirvaad,307.32,5,291.95,4.4,107,32,Hyderabad,110,276,30.1,FALSE,56,On-Time
Gowardhan Classic Dairy 615,Dairy,Gowardhan,70.63,20,56.5,4.4,322,24,Bengaluru,137,19,14.5,TRUE,14,On-Time
Fortune Lite Grocery 309,Grocery,Fortune,492.57,0,492.57,5,244,29,Lucknow,70,71,33.9,FALSE,36,On-Time
Fortune Family Pack Grocery 865,Grocery,Fortune,491.87,10,442.68,3.3,456,21,Ahmedabad,140,105,5.2,FALSE,39,On-Time
Himalaya Organic Personal 234,Personal Care,Himalaya,253.26,5,240.6,4.2,205,31,Ahmedabad,128,248,29.5,FALSE,50,On-Time
Aavin Classic Dairy 312,Dairy,Aavin,116.97,10,105.27,3.9,429,30,Kolkata,127,34,37.7,FALSE,7,On-Time
Harpic Fresh Household 883,Household,Harpic,389.58,0,389.58,4.2,68,18,Delhi,136,112,10.7,FALSE,27,On-Time
Britannia Family Pack Snacks 586,Snacks,Britannia,25.25,0,25.25,4.6,68,28,Jaipur,104,57,28.4,TRUE,18,On-Time
Britannia Original Bakery 768,Bakery,Britannia,212.07,25,159.05,5,405,36,Mumbai,122,254,31.6,FALSE,66,On-Time
ITC Classic Snacks 796,Snacks,ITC,290.75,25,218.06,4.1,498,21,Ahmedabad,93,155,28.3,FALSE,34,On-Time
Parle Premium Snacks 837,Snacks,Parle,235.31,5,223.54,4.3,380,20,Hyderabad,97,322,32.5,FALSE,74,On-Time
Modern Organic Bakery 169,Bakery,Modern,481.64,15,409.39,4.5,141,26,Bengaluru,82,86,26.6,TRUE,26,Delayed
Pepsi Fresh Beverages 95,Beverages,Pepsi,191.59,0,191.59,3.6,367,26,Bengaluru,79,17,39.6,FALSE,9,On-Time
Lay's Premium Snacks 558,Snacks,Lay's,133.3,10,119.97,3.6,122,36,Jaipur,83,284,34.7,FALSE,65,On-Time
P&G Family Pack Personal 740,Personal Care,P&G,571.43,0,571.43,3.6,185,30,Bengaluru,129,136,7.3,FALSE,23,On-Time
Tropicana Lite Beverages 250,Beverages,Tropicana,254.77,30,178.34,4.5,441,24,Pune,125,101,29.6,FALSE,20,On-Time
DailyGreens Daily Fruits 853,Fruits & Vegetables,DailyGreens,362.87,10,326.58,4.2,207,31,Bengaluru,86,446,24.2,FALSE,100,Delayed
BakeHouse Daily Bakery 678,Bakery,BakeHouse,282.11,5,268,3.9,156,24,Mumbai,106,228,19.6,FALSE,42,On-Time
Aavin Original Dairy 921,Dairy,Aavin,159.9,10,143.91,4.4,333,33,Lucknow,109,208,16.4,FALSE,56,Delayed
Dettol Premium Household 875,Household,Dettol,686.38,20,549.1,4.4,195,27,Chennai,95,191,35.3,FALSE,36,On-Time
BakeHouse Organic Bakery 686,Bakery,BakeHouse,405.5,10,364.95,4.5,227,39,Lucknow,121,218,6.2,TRUE,56,Delayed
Dove Premium Personal 403,Personal Care,Dove,337.89,30,236.52,4.5,197,32,Bengaluru,120,44,23.6,TRUE,43,On-Time
Aashirvaad Fresh Grocery 70,Grocery,Aashirvaad,494.43,5,469.71,4.1,158,24,Jaipur,78,69,28.1,FALSE,8,On-Time
Minute Maid Fresh Beverages 603,Beverages,Minute Maid,274.04,30,191.83,4,190,23,Mumbai,141,48,17.6,FALSE,20,On-Time
ITC Daily Snacks 582,Snacks,ITC,20.49,20,16.39,4.2,415,33,Lucknow,131,434,38.9,TRUE,100,On-Time
Fortune Classic Grocery 140,Grocery,Fortune,451.78,10,406.6,3.9,467,33,Chennai,118,59,18.3,FALSE,31,On-Time
Patanjali Classic Grocery 951,Grocery,Patanjali,196.24,20,156.99,4,185,23,Ahmedabad,108,23,34.9,FALSE,15,On-Time
P&G Organic Personal 699,Personal Care,P&G,133.3,5,126.64,4,202,28,Delhi,91,36,16.1,FALSE,2,Delayed
Surf Excel Organic Household 360,Household,Surf Excel,286.59,5,272.26,4.3,62,29,Mumbai,83,43,21.5,FALSE,32,On-Time
Dove Premium Personal 136,Personal Care,Dove,171.73,15,145.97,4.8,57,28,Jaipur,93,270,27.8,FALSE,52,On-Time
DailyGreens Lite Fruits 966,Fruits & Vegetables,DailyGreens,175.86,10,158.27,4.6,163,52,Lucknow,89,440,25.3,FALSE,100,On-Time
Himalaya Classic Personal 955,Personal Care,Himalaya,200.8,0,200.8,4.2,191,29,Jaipur,111,436,27.4,FALSE,88,On-Time
Mother Dairy Family Pack Dairy 764,Dairy,Mother Dairy,167,25,125.25,3.8,763,34,Kolkata,80,40,16.9,FALSE,22,Delayed
Harpic Daily Household 840,Household,Harpic,924.97,0,924.97,3.2,38,37,Lucknow,119,373,7.3,FALSE,83,On-Time
Lizol Family Pack Household 268,Household,Lizol,64.1,10,57.69,3.8,74,36,Kolkata,87,83,16.4,FALSE,31,On-Time
Gowardhan Classic Dairy 579,Dairy,Gowardhan,180.96,0,180.96,4.4,229,34,Jaipur,100,234,26.4,FALSE,55,On-Time
Nivea Daily Personal 732,Personal Care,Nivea,524.85,20,419.88,4.7,235,20,Bengaluru,81,50,9.5,FALSE,43,On-Time
Fortune Daily Grocery 623,Grocery,Fortune,152.32,0,152.32,3.3,555,25,Delhi,94,88,32.1,FALSE,4,On-Time
Surf Excel Organic Household 200,Household,Surf Excel,76.95,5,73.1,4.2,77,39,Mumbai,102,101,17.5,FALSE,33,On-Time
Lizol Organic Household 302,Household,Lizol,378.9,25,284.17,3.9,48,17,Delhi,88,198,31.6,FALSE,30,On-Time
BakeHouse Fresh Bakery 523,Bakery,BakeHouse,293.35,5,278.68,4.8,93,37,Ahmedabad,91,10,14.2,FALSE,21,On-Time
Minute Maid Original Beverages 544,Beverages,Minute Maid,271.75,15,230.99,4.2,285,26,Pune,89,45,15.8,FALSE,15,On-Time
Tropicana Classic Beverages 213,Beverages,Tropicana,292.88,10,263.59,4.3,238,27,Jaipur,115,68,29,FALSE,36,On-Time
Aashirvaad Premium Grocery 466,Grocery,Aashirvaad,462.62,5,439.49,4.8,522,32,Lucknow,80,43,35.8,FALSE,13,On-Time
Britannia Original Bakery 381,Bakery,Britannia,398.94,10,359.05,4,149,26,Hyderabad,89,222,38.5,TRUE,63,Delayed
Nivea Fresh Personal 694,Personal Care,Nivea,590.58,10,531.52,4.7,200,37,Lucknow,96,68,24.1,TRUE,28,Delayed
Gowardhan Lite Dairy 951,Dairy,Gowardhan,139.39,20,111.51,3.2,405,34,Pune,113,86,29.8,TRUE,41,On-Time
ITC Lite Snacks 178,Snacks,ITC,297.99,0,297.99,4.8,272,26,Delhi,94,24,19.3,TRUE,23,On-Time
Pepsi Daily Beverages 351,Beverages,Pepsi,189.13,5,179.67,4.7,507,31,Kolkata,119,81,21.8,FALSE,34,On-Time
FreshFarm Daily Fruits 909,Fruits & Vegetables,FreshFarm,233.99,0,233.99,4.1,249,33,Chennai,96,17,19,TRUE,11,Delayed
Gowardhan Lite Dairy 832,Dairy,Gowardhan,107.48,0,107.48,4.4,333,21,Delhi,108,120,14.7,FALSE,32,On-Time
Aashirvaad Fresh Grocery 216,Grocery,Aashirvaad,109.3,20,87.44,4.1,194,33,Chennai,83,122,29.7,TRUE,41,On-Time
Coca-Cola Organic Beverages 679,Beverages,Coca-Cola,191.68,15,162.93,5,281,31,Jaipur,145,98,23.7,FALSE,18,On-Time
Aashirvaad Organic Grocery 741,Grocery,Aashirvaad,136.96,15,116.42,2.9,537,38,Lucknow,96,57,8.1,TRUE,4,On-Time
DailyGreens Organic Fruits 341,Fruits & Vegetables,DailyGreens,302.07,10,271.86,4.2,162,25,Kolkata,98,19,9.4,FALSE,15,Delayed
BakeHouse Organic Bakery 881,Bakery,BakeHouse,142.96,0,142.96,4.6,156,15,Hyderabad,153,41,18.5,TRUE,34,On-Time
FreshFarm Lite Fruits 364,Fruits & Vegetables,FreshFarm,146.04,0,146.04,4.9,327,24,Delhi,111,255,10.6,FALSE,75,On-Time
FreshFarm Organic Fruits 816,Fruits & Vegetables,FreshFarm,276.19,5,262.38,4.6,239,31,Ahmedabad,69,347,13.1,TRUE,82,On-Time
Britannia Premium Bakery 164,Bakery,Britannia,351.87,10,316.68,3.9,170,36,Jaipur,112,76,17.1,FALSE,18,On-Time
Nivea Daily Personal 619,Personal Care,Nivea,538.86,25,404.14,3.5,281,38,Lucknow,94,374,19.2,FALSE,100,On-Time
DailyGreens Classic Fruits 895,Fruits & Vegetables,DailyGreens,124.81,5,118.57,3.7,109,21,Chennai,140,236,14.2,FALSE,53,On-Time
DailyGreens Family Pack Fruits 708,Fruits & Vegetables,DailyGreens,287.73,0,287.73,4,96,47,Lucknow,93,72,13.3,TRUE,31,On-Time
Modern Fresh Bakery 659,Bakery,Modern,189.25,0,189.25,4.7,76,19,Hyderabad,128,49,37.6,FALSE,53,On-Time
DailyGreens Lite Fruits 352,Fruits & Vegetables,DailyGreens,232.02,10,208.82,3.8,255,31,Mumbai,138,84,21.9,FALSE,31,On-Time
BakeHouse Daily Bakery 166,Bakery,BakeHouse,454.86,5,432.12,4.3,63,35,Ahmedabad,118,39,15,FALSE,0,On-Time
Patanjali Original Grocery 493,Grocery,Patanjali,255.94,5,243.14,4.3,468,29,Hyderabad,111,3,23.8,FALSE,10,On-Time
Lay's Fresh Snacks 116,Snacks,Lay's,97.01,15,82.46,4.3,341,25,Hyderabad,94,112,9.6,FALSE,31,On-Time
Britannia Lite Bakery 519,Bakery,Britannia,257.53,15,218.9,3.9,128,38,Chennai,120,105,17.1,FALSE,19,Delayed
Britannia Daily Snacks 349,Snacks,Britannia,244.38,15,207.72,4,78,32,Hyderabad,91,79,29.4,TRUE,17,On-Time
Himalaya Daily Personal 976,Personal Care,Himalaya,782.03,0,782.03,3.8,98,17,Delhi,101,244,32.8,FALSE,51,On-Time
Coca-Cola Premium Beverages 837,Beverages,Coca-Cola,97.96,0,97.96,3.5,252,26,Chennai,131,287,12.7,FALSE,72,On-Time
Amul Premium Dairy 265,Dairy,Amul,150.54,10,135.49,4,546,19,Pune,85,77,27.5,FALSE,40,On-Time
DailyGreens Premium Fruits 727,Fruits & Vegetables,DailyGreens,165.46,30,115.82,4.4,223,31,Lucknow,143,304,36.9,FALSE,75,On-Time
Aavin Lite Dairy 763,Dairy,Aavin,50.99,0,50.99,4.5,237,36,Lucknow,127,356,37.6,FALSE,65,On-Time
DailyGreens Classic Fruits 901,Fruits & Vegetables,DailyGreens,199.46,0,199.46,3.3,169,28,Hyderabad,123,163,39.6,FALSE,42,On-Time
Parle Daily Snacks 75,Snacks,Parle,53.45,10,48.11,4,475,33,Jaipur,127,198,26.9,FALSE,46,On-Time
FreshFarm Original Fruits 316,Fruits & Vegetables,FreshFarm,166.98,0,166.98,5,230,39,Ahmedabad,85,22,18.7,FALSE,29,Delayed
Modern Lite Bakery 489,Bakery,Modern,52.43,20,41.94,4.4,311,30,Mumbai,108,87,6.7,FALSE,34,On-Time
Modern Classic Bakery 90,Bakery,Modern,359.72,30,251.8,3.2,403,29,Kolkata,127,214,28.7,FALSE,56,On-Time
Aavin Classic Dairy 796,Dairy,Aavin,187.07,10,168.36,4.4,78,27,Jaipur,140,318,19.2,FALSE,71,On-Time
Patanjali Family Pack Grocery 907,Grocery,Patanjali,253.17,0,253.17,3.6,139,30,Jaipur,111,96,25,TRUE,0,On-Time
Aavin Original Dairy 539,Dairy,Aavin,137.07,20,109.66,4.3,286,27,Mumbai,130,319,24.9,FALSE,69,On-Time
DailyGreens Premium Fruits 766,Fruits & Vegetables,DailyGreens,133.15,15,113.18,3.8,113,42,Lucknow,91,2,15.2,FALSE,15,On-Time
Minute Maid Organic Beverages 860,Beverages,Minute Maid,119.08,25,89.31,4.3,520,29,Pune,106,80,34.4,FALSE,13,On-Time
Gowardhan Lite Dairy 767,Dairy,Gowardhan,49.55,10,44.59,3.5,442,23,Pune,105,178,39.9,FALSE,30,On-Time
ITC Classic Snacks 864,Snacks,ITC,209.89,15,178.41,3.9,301,28,Ahmedabad,85,218,32.7,TRUE,33,On-Time
FreshFarm Family Pack Fruits 575,Fruits & Vegetables,FreshFarm,388.69,5,369.26,4.2,93,33,Lucknow,135,356,22.3,FALSE,70,On-Time
Harpic Premium Household 960,Household,Harpic,756.25,0,756.25,4.1,206,27,Chennai,85,21,30.4,FALSE,22,On-Time
Tropicana Original Beverages 665,Beverages,Tropicana,248.27,15,211.03,4.3,52,24,Pune,115,6,37.2,TRUE,23,On-Time
Mother Dairy Lite Dairy 791,Dairy,Mother Dairy,147.68,10,132.91,4.9,87,21,Hyderabad,94,169,29.5,FALSE,71,On-Time
Mother Dairy Lite Dairy 215,Dairy,Mother Dairy,151.59,0,151.59,4.5,174,24,Delhi,88,109,26.1,FALSE,49,On-Time
Fortune Organic Grocery 913,Grocery,Fortune,224.81,0,224.81,3.9,99,29,Chennai,67,397,37.2,FALSE,93,On-Time
Tropicana Original Beverages 591,Beverages,Tropicana,15.17,10,13.65,4.4,275,26,Ahmedabad,94,30,8.8,TRUE,10,On-Time
Amul Premium Dairy 809,Dairy,Amul,41.11,0,41.11,5,618,30,Ahmedabad,110,183,11.4,FALSE,72,On-Time
BakeHouse Daily Bakery 202,Bakery,BakeHouse,208.26,5,197.85,4.3,259,26,Kolkata,125,43,17.4,FALSE,3,Delayed
BakeHouse Organic Bakery 306,Bakery,BakeHouse,452.56,0,452.56,4.6,260,34,Chennai,88,43,21.5,FALSE,15,On-Time
Mother Dairy Daily Dairy 784,Dairy,Mother Dairy,81.97,0,81.97,4.8,337,34,Lucknow,135,34,7.8,TRUE,38,Delayed
Modern Daily Bakery 299,Bakery,Modern,474.74,20,379.79,4.3,46,25,Chennai,131,35,19.4,FALSE,8,On-Time
Minute Maid Organic Beverages 561,Beverages,Minute Maid,171.91,0,171.91,3.8,568,28,Ahmedabad,95,242,23.5,TRUE,64,On-Time
Minute Maid Family Pack Beverages 586,Beverages,Minute Maid,87.84,0,87.84,4.8,147,32,Mumbai,125,114,7.5,TRUE,48,Delayed
Modern Organic Bakery 481,Bakery,Modern,314.74,15,267.53,3.9,170,22,Kolkata,124,464,18,TRUE,100,On-Time
Tata Family Pack Grocery 98,Grocery,Tata,70.67,15,60.07,3.6,345,27,Pune,105,487,13.1,FALSE,100,Delayed
Tata Classic Grocery 540,Grocery,Tata,380.74,20,304.59,3.9,476,26,Pune,133,81,10.6,FALSE,23,Delayed
Fortune Premium Grocery 441,Grocery,Fortune,388.16,0,388.16,4.2,543,17,Pune,147,436,8.8,TRUE,100,On-Time
ITC Organic Snacks 263,Snacks,ITC,92.62,5,87.99,3.5,209,28,Jaipur,128,10,32.6,TRUE,6,Delayed
Dove Fresh Personal 186,Personal Care,Dove,692.71,0,692.71,4.4,255,24,Bengaluru,81,284,38.8,FALSE,61,On-Time
Lay's Family Pack Snacks 543,Snacks,Lay's,227.61,10,204.85,3.7,514,32,Bengaluru,94,310,31.9,FALSE,57,Delayed
DailyGreens Lite Fruits 338,Fruits & Vegetables,DailyGreens,236.9,0,236.9,3.8,95,16,Chennai,99,73,8.5,FALSE,3,On-Time
DailyGreens Daily Fruits 760,Fruits & Vegetables,DailyGreens,171.94,20,137.55,3.8,209,23,Pune,111,64,24.3,FALSE,26,On-Time
Parle Premium Snacks 125,Snacks,Parle,189.2,25,141.9,4.1,277,31,Lucknow,83,369,8.6,FALSE,77,On-Time
Nivea Daily Personal 508,Personal Care,Nivea,324.8,0,324.8,4.2,70,17,Kolkata,99,97,21.8,FALSE,35,On-Time
Fortune Lite Grocery 743,Grocery,Fortune,151.87,5,144.28,4.5,242,17,Delhi,107,423,23,TRUE,88,On-Time
Britannia Daily Bakery 86,Bakery,Britannia,37.01,20,29.61,3.9,126,37,Mumbai,130,376,28.9,FALSE,84,Delayed
Dove Lite Personal 927,Personal Care,Dove,347.73,15,295.57,4.7,157,25,Kolkata,123,60,33.5,TRUE,33,On-Time
Patanjali Original Grocery 961,Grocery,Patanjali,306.69,0,306.69,3,130,35,Mumbai,98,72,7.9,TRUE,0,On-Time
Aavin Classic Dairy 321,Dairy,Aavin,41.13,5,39.07,4.5,314,36,Jaipur,134,107,20.9,FALSE,37,On-Time
Modern Daily Bakery 793,Bakery,Modern,106.05,10,95.44,4.2,85,18,Kolkata,121,365,27.9,FALSE,74,On-Time
Britannia Fresh Bakery 274,Bakery,Britannia,51.73,5,49.14,4.6,40,25,Delhi,126,10,31.8,FALSE,17,On-Time
Harpic Daily Household 303,Household,Harpic,169.3,5,160.84,4.9,289,30,Delhi,128,298,24.6,TRUE,81,On-Time
Himalaya Premium Personal 549,Personal Care,Himalaya,488.52,10,439.67,4.2,202,33,Lucknow,131,207,21.7,FALSE,34,On-Time
Lay's Premium Snacks 555,Snacks,Lay's,126.09,5,119.79,4.3,83,20,Pune,97,456,27,FALSE,100,On-Time
Britannia Daily Snacks 809,Snacks,Britannia,89.43,10,80.49,4.5,196,15,Hyderabad,84,132,7.7,FALSE,41,On-Time
Amul Original Dairy 439,Dairy,Amul,57.24,0,57.24,3.8,83,25,Jaipur,101,25,37,FALSE,18,On-Time
Surf Excel Premium Household 368,Household,Surf Excel,540.19,10,486.17,4.2,164,29,Jaipur,105,67,28.9,FALSE,30,Delayed
DailyGreens Family Pack Fruits 419,Fruits & Vegetables,DailyGreens,14.1,5,13.39,3.2,182,25,Hyderabad,91,402,34.3,TRUE,73,On-Time
Aavin Premium Dairy 694,Dairy,Aavin,93.26,15,79.27,3.7,65,24,Chennai,117,199,17.1,FALSE,40,On-Time
Coca-Cola Organic Beverages 277,Beverages,Coca-Cola,246.76,0,246.76,4.1,205,21,Bengaluru,91,177,25.9,FALSE,48,On-Time
BakeHouse Family Pack Bakery 266,Bakery,BakeHouse,334.51,15,284.33,4.2,107,31,Mumbai,136,190,13.7,FALSE,44,On-Time
Fortune Lite Grocery 803,Grocery,Fortune,210.33,30,147.23,4.9,76,29,Lucknow,104,18,30.1,FALSE,26,Delayed
Dove Fresh Personal 878,Personal Care,Dove,553.81,5,526.12,4.8,149,26,Chennai,125,119,24.8,FALSE,30,On-Time
Aavin Fresh Dairy 610,Dairy,Aavin,101.25,30,70.88,3.9,286,27,Bengaluru,96,206,28.3,FALSE,52,On-Time
Aashirvaad Organic Grocery 805,Grocery,Aashirvaad,122.59,0,122.59,4.7,164,27,Chennai,129,15,30.9,TRUE,19,On-Time
BakeHouse Premium Bakery 153,Bakery,BakeHouse,275.86,5,262.07,3.4,124,28,Chennai,116,221,35.2,FALSE,64,On-Time
Himalaya Lite Personal 402,Personal Care,Himalaya,682.37,10,614.13,4.5,101,25,Ahmedabad,136,8,16.7,FALSE,31,On-Time
FreshFarm Daily Fruits 105,Fruits & Vegetables,FreshFarm,392.17,5,372.56,4.7,98,38,Mumbai,102,268,16.1,TRUE,83,On-Time
Amul Organic Dairy 231,Dairy,Amul,114.82,15,97.6,5,485,36,Jaipur,89,67,16.2,FALSE,36,On-Time
Tata Premium Grocery 325,Grocery,Tata,331.46,5,314.89,4.4,350,26,Pune,110,75,20.7,FALSE,37,On-Time
Parle Lite Snacks 470,Snacks,Parle,207.52,15,176.39,5,489,21,Hyderabad,97,118,29.2,FALSE,56,Delayed
Aavin Daily Dairy 394,Dairy,Aavin,94.19,20,75.35,4.9,394,25,Pune,98,3,12.4,FALSE,8,On-Time
Coca-Cola Premium Beverages 618,Beverages,Coca-Cola,269.32,0,269.32,4.3,235,29,Mumbai,60,83,10.7,FALSE,31,On-Time
BakeHouse Family Pack Bakery 851,Bakery,BakeHouse,477.68,30,334.38,4.2,315,41,Jaipur,82,57,35.3,FALSE,24,Delayed
DailyGreens Fresh Fruits 892,Fruits & Vegetables,DailyGreens,356.28,10,320.65,4.5,63,33,Mumbai,104,195,11,FALSE,55,On-Time
Surf Excel Classic Household 915,Household,Surf Excel,938.89,0,938.89,5,96,23,Delhi,100,204,19.6,FALSE,48,On-Time
Britannia Fresh Snacks 656,Snacks,Britannia,129.13,5,122.67,4.7,195,27,Kolkata,83,54,16,TRUE,23,On-Time
FreshFarm Premium Fruits 86,Fruits & Vegetables,FreshFarm,149.56,5,142.08,4.7,271,25,Bengaluru,83,227,25.4,TRUE,58,Delayed
FreshFarm Classic Fruits 552,Fruits & Vegetables,FreshFarm,29.65,0,29.65,3.9,138,32,Lucknow,116,172,18.5,FALSE,37,On-Time
BakeHouse Lite Bakery 941,Bakery,BakeHouse,308.6,5,293.17,4.5,60,13,Pune,98,46,12.8,FALSE,23,On-Time
Aavin Classic Dairy 138,Dairy,Aavin,60.25,25,45.19,3.6,90,39,Lucknow,89,187,13.4,FALSE,48,Delayed
Modern Daily Bakery 464,Bakery,Modern,75.38,0,75.38,3.4,147,30,Bengaluru,86,509,24.5,FALSE,100,On-Time
Lay's Original Snacks 416,Snacks,Lay's,266.81,0,266.81,4.3,338,23,Chennai,92,22,36.9,FALSE,9,On-Time
Amul Premium Dairy 996,Dairy,Amul,101.98,10,91.78,4.2,121,26,Bengaluru,84,124,12.7,TRUE,34,On-Time
FreshFarm Daily Fruits 735,Fruits & Vegetables,FreshFarm,139.94,0,139.94,3.7,230,31,Chennai,117,232,11.7,FALSE,55,On-Time
Patanjali Original Grocery 858,Grocery,Patanjali,71.71,20,57.37,4.3,511,20,Pune,81,408,19.3,FALSE,90,On-Time
Fortune Lite Grocery 541,Grocery,Fortune,53.79,15,45.72,3.8,95,23,Hyderabad,131,163,21.4,FALSE,43,On-Time
Tropicana Organic Beverages 138,Beverages,Tropicana,309.22,0,309.22,4.5,244,24,Chennai,144,86,27.4,TRUE,33,On-Time
