Product ID,Category,Sub-category,Product Name,Brand Name,Size,Color,Ratings,Customer ID,Customer Age,City,State,Order ID,Customer ID,Product ID,Date,Original Price,Discount%
P0584,Men,Bottomwear,Trouser,Louis Philippe,34,Red ,4.00,,,,,OD0584,C069,P0488,3/2/2022,256.00,45.00%
P0585,Men,Bottomwear,Trouser,Louis Philippe,38,Blue,4.00,,,,,OD0585,C070,P0489,10/4/2021,2698.00,47.00%
P0586,Men,Bottomwear,Trouser,Louis Philippe,38,Orange,4.00,,,,,OD0586,C071,P0490,11/21/2022,2364.00,47.00%
P0587,Men,Bottomwear,Trouser,Louis Philippe,38,Green,3.00,,,,,OD0587,C072,P0491,9/12/2021,1236.00,46.00%
P0588,Men,Bottomwear,Trouser,Louis Philippe,38,Purple,5.00,,,,,OD0588,C073,P0492,1/28/2022,756.00,46.00%
P0589,Men,Bottomwear,Trouser,Louis Philippe,38,White,4.00,,,,,OD0589,C074,P0493,3/30/2022,326.00,46.00%
P0590,Men,Bottomwear,Trouser,Louis Philippe,38,Off white,2.00,,,,,OD0590,C075,P0494,2/14/2023,453.00,30.00%
P0591,Men,Bottomwear,Trouser,Louis Philippe,36,Sea Green,5.00,,,,,OD0591,C076,P0495,9/6/2021,326.00,30.00%
P0592,Men,Bottomwear,Trouser,Louis Philippe,36,Green,5.00,,,,,OD0592,C077,P0496,1/6/2023,456.00,30.00%
P0593,Men,Bottomwear,Trouser,Louis Philippe,36,Peach,5.00,,,,,OD0593,C078,P0497,1/7/2023,456.00,30.00%
P0594,Men,Bottomwear,Trouser,Van Heusen,36,Lavender,4.00,,,,,OD0594,C079,P0497,3/7/2022,456.00,30.00%
P0595,Men,Bottomwear,Trouser,Van Heusen,36,Charcoal,4.00,,,,,OD0595,C080,P0497,1/8/2022,456.00,35.00%
P0596,Men,Bottomwear,Trouser,Van Heusen,36,Beige,4.00,,,,,OD0596,C081,P0497,1/11/2023,236.00,35.00%
P0597,Men,Bottomwear,Trouser,Van Heusen,36,Cream,5.00,,,,,OD0597,C082,P0497,8/22/2022,996.00,35.00%
P0598,Men,Bottomwear,Trouser,Van Heusen,32,Off white,5.00,,,,,OD0598,C083,P0497,7/16/2022,654.00,35.00%
P0599,Men,Bottomwear,Trouser,Van Heusen,32,Brown,3.00,,,,,OD0599,C084,P0497,8/31/2021,456.00,35.00%
P0600,Men,Bottomwear,Trouser,Van Heusen,32,Mustard,5.00,,,,,OD0600,C085,P0498,12/3/2022,785.00,35.00%
P0601,Men,Bottomwear,Trouser,Van Heusen,32,Burgundy,5.00,,,,,OD0601,C086,P0499,12/16/2021,365.00,40.00%
P0602,Men,Bottomwear,Trouser,Van Heusen,32,Lavender,4.00,,,,,OD0602,C087,P0500,12/9/2021,965.00,40.00%
P0603,Men,Bottomwear,Trouser,Van Heusen,32,Teal,3.00,,,,,OD0603,C088,P0501,4/6/2021,444.00,15.00%
P0604,Men,Bottomwear,Trouser,Van Heusen,32,Rust,5.00,,,,,OD0604,C089,P0502,2/27/2021,569.00,15.00%
P0605,Men,Bottomwear,Trouser,Van Heusen,32,Gold,4.00,,,,,OD0605,C090,P0503,10/30/2021,475.00,15.00%
P0606,Men,Bottomwear,Trouser,Van Heusen,30,Blue,3.00,,,,,OD0606,C091,P0504,1/6/2023,598.00,35.00%
P0607,Men,Bottomwear,Trouser,Van Heusen,30,White,5.00,,,,,OD0607,C092,P0505,3/7/2023,536.00,35.00%
P0608,Men,Bottomwear,Trouser,Van Heusen,30,Navy Blue,5.00,,,,,OD0608,C093,P0506,6/20/2021,256.00,35.00%
P0609,Men,Bottomwear,Trouser,Van Heusen,30,Pink,4.00,,,,,OD0609,C094,P0507,2/10/2023,456.00,35.00%
P0610,Men,Bottomwear,Trouser,Van Heusen,30,Black,2.00,,,,,OD0610,C095,P0508,1/4/2023,456.00,55.00%
P0611,Men,Bottomwear,Trouser,Van Heusen,30,Black,3.00,,,,,OD0611,C096,P0509,9/17/2022,745.00,55.00%
P0612,Men,Bottomwear,Trouser,Van Heusen,30,Teal,4.00,,,,,OD0612,C097,P0510,5/27/2021,356.00,55.00%
P0613,Men,Bottomwear,Trouser,Van Heusen,30,Teal,5.00,,,,,OD0613,C098,P0511,12/8/2021,1189.00,55.00%
P0614,Men,Bottomwear,Trouser,Van Heusen,32,Sea Green,4.00,,,,,OD0614,C099,P0512,3/7/2023,426.00,50.00%
P0615,Men,Bottomwear,Trouser,Raymond,32,Red ,4.00,,,,,OD0615,C100,P0513,3/31/2023,1126.00,50.00%
P0616,Men,Bottomwear,Trouser,Raymond,32,Blue,4.00,,,,,OD0616,C001,P0514,12/28/2021,1145.00,50.00%
P0617,Men,Bottomwear,Trouser,Raymond,32,Orange,3.00,,,,,OD0617,C002,P0515,8/17/2021,1235.00,50.00%
P0618,Men,Bottomwear,Trouser,Raymond,32,Green,2.00,,,,,OD0618,C003,P0516,1/16/2022,1564.00,50.00%
P0619,Men,Bottomwear,Trouser,Raymond,32,Purple,5.00,,,,,OD0619,C004,P0517,6/17/2022,654.00,30.00%
P0620,Men,Bottomwear,Trouser,Raymond,32,White,4.00,,,,,OD0620,C005,P0518,7/13/2021,854.00,32.00%
P0621,Men,Bottomwear,Trouser,Raymond,32,Off white,2.00,,,,,OD0621,C006,P0519,4/23/2022,475.00,25.00%
P0622,Men,Bottomwear,Trouser,Raymond,34,Sea Green,5.00,,,,,OD0622,C007,P0520,12/18/2021,475.00,45.00%
P0623,Men,Bottomwear,Trouser,Raymond,34,Green,5.00,,,,,OD0623,C008,P0521,8/19/2022,475.00,15.00%
P0624,Men,Bottomwear,Trouser,Raymond,34,Peach,4.00,,,,,OD0624,C009,P0522,1/10/2021,475.00,33.00%
P0625,Men,Bottomwear,Trouser,Raymond,34,Lavender,4.00,,,,,OD0625,C010,P0523,12/17/2021,475.00,42.00%
P0626,Men,Bottomwear,Trouser,Raymond,34,Charcoal,4.00,,,,,OD0626,C011,P0523,11/23/2022,475.00,42.00%
P0627,Men,Bottomwear,Trouser,Raymond,36,Beige,3.00,,,,,OD0627,C012,P0523,1/17/2021,475.00,39.00%
P0628,Men,Bottomwear,Trouser,Raymond,36,Cream,5.00,,,,,OD0628,C013,P0523,2/19/2021,475.00,39.00%
P0629,Men,Bottomwear,Trouser,Raymond,36,Off white,4.00,,,,,OD0629,C014,P0523,6/11/2022,564.00,39.00%
P0630,Men,Bottomwear,Trouser,Raymond,36,Brown,2.00,,,,,OD0630,C015,P0524,2/5/2023,478.00,39.00%
P0631,Men,Bottomwear,Trouser,Raymond,36,Mustard,5.00,,,,,OD0631,C016,P0525,2/19/2021,1264.00,30.00%
P0632,Men,Bottomwear,Trouser,Raymond,36,Burgundy,5.00,,,,,OD0632,C017,P0526,9/3/2022,458.00,30.00%
P0633,Men,Bottomwear,Trouser,Raymond,36,Lavender,5.00,,,,,OD0633,C018,P0527,2/21/2021,899.00,30.00%
P0634,Men,Bottomwear,Trouser,Raymond,36,Teal,4.00,,,,,OD0634,C019,P0528,5/19/2022,859.00,30.00%
P0635,Men,Bottomwear,Trouser,Raymond,36,Rust,4.00,,,,,OD0635,C020,P0529,4/27/2021,758.00,30.00%
P0636,Men,Bottomwear,Trouser,Cantabil,36,Gold,4.00,,,,,OD0636,C021,P0530,1/15/2023,2354.00,30.00%
P0637,Men,Bottomwear,Trouser,Cantabil,36,Blue,5.00,,,,,OD0637,C022,P0531,7/22/2021,2344.00,30.00%
P0638,Men,Bottomwear,Trouser,Cantabil,32,White,5.00,,,,,OD0638,C023,P0532,2/4/2022,2453.00,30.00%
P0639,Men,Bottomwear,Trouser,Cantabil,32,Navy Blue,3.00,,,,,OD0639,C024,P0533,5/31/2021,2154.00,30.00%
P0640,Men,Bottomwear,Trouser,Cantabil,32,Pink,5.00,,,,,OD0640,C025,P0534,5/3/2022,896.00,30.00%
P0641,Men,Bottomwear,Trouser,Cantabil,32,Black,5.00,,,,,OD0641,C026,P0535,1/18/2023,756.00,30.00%
P0642,Men,Bottomwear,Trouser,Cantabil,34,Black,4.00,,,,,OD0642,C027,P0536,5/2/2022,236.00,30.00%
P0643,Men,Bottomwear,Trouser,Cantabil,34,Black,3.00,,,,,OD0643,C028,P0537,11/11/2021,475.00,30.00%
P0644,Men,Bottomwear,Trouser,Cantabil,34,Black,5.00,,,,,OD0644,C029,P0538,2/16/2021,589.00,30.00%
P0645,Men,Bottomwear,Trouser,Cantabil,34,Black,4.00,,,,,OD0645,C030,P0539,10/17/2021,365.00,30.00%
P0646,Men,Bottomwear,Trouser,Cantabil,34,Black,3.00,,,,,OD0646,C031,P0540,12/22/2021,1233.00,30.00%
P0647,Men,Bottomwear,Trouser,Cantabil,34,Black,2.00,,,,,OD0647,C032,P0541,5/25/2021,1233.00,30.00%
P0648,Men,Bottomwear,Trouser,Allen Solly,34,Sea Green,4.00,,,,,OD0648,C033,P0542,1/27/2022,1233.00,30.00%
P0649,Men,Bottomwear,Trouser,Allen Solly,34,Sea Green,4.00,,,,,OD0649,C034,P0543,11/24/2021,1233.00,30.00%
P0650,Men,Bottomwear,Trouser,Allen Solly,36,Sea Green,4.00,,,,,OD0650,C035,P0544,7/18/2022,1233.00,30.00%
P0651,Men,Bottomwear,Trouser,Allen Solly,36,Sea Green,5.00,,,,,OD0651,C036,P0545,11/29/2021,1233.00,30.00%
P0652,Men,Bottomwear,Trouser,Allen Solly,36,Sea Green,3.00,,,,,OD0652,C037,P0546,8/23/2021,456.00,30.00%
P0653,Men,Bottomwear,Trouser,Allen Solly,36,Pink,4.00,,,,,OD0653,C038,P0547,2/23/2021,456.00,30.00%
P0654,Men,Bottomwear,Shorts,Puma,36,Pink,4.00,,,,,OD0654,C039,P0548,6/5/2021,456.00,30.00%
P0655,Men,Bottomwear,Shorts,Puma,36,Pink,4.00,,,,,OD0655,C040,P0549,2/19/2023,456.00,30.00%
P0656,Men,Bottomwear,Shorts,Puma,36,Pink,5.00,,,,,OD0656,C041,P0550,4/1/2021,786.00,30.00%
P0657,Men,Bottomwear,Shorts,Puma,36,Pink,3.00,,,,,OD0657,C042,P0551,6/14/2021,786.00,30.00%
P0658,Men,Bottomwear,Shorts,Puma,36,Orange,4.00,,,,,OD0658,C043,P0552,3/10/2022,786.00,30.00%
P0659,Men,Bottomwear,Shorts,Puma,36,Orange,4.00,,,,,OD0659,C044,P0553,7/14/2021,786.00,30.00%
P0660,Men,Bottomwear,Shorts,Puma,36,Orange,5.00,,,,,OD0660,C045,P0554,6/20/2021,786.00,30.00%
P0661,Men,Bottomwear,Shorts,Puma,36,Orange,5.00,,,,,OD0661,C046,P0555,1/26/2023,786.00,30.00%
P0662,Men,Bottomwear,Shorts,Puma,36,Orange,5.00,,,,,OD0662,C047,P0556,3/12/2023,569.00,30.00%
P0663,Men,Bottomwear,Shorts,Puma,36,Brown,3.00,,,,,OD0663,C048,P0557,5/28/2022,569.00,30.00%
P0664,Men,Bottomwear,Shorts,Puma,36,Brown,4.00,,,,,OD0664,C049,P0557,7/2/2021,569.00,30.00%
P0665,Men,Bottomwear,Shorts,Puma,36,Brown,4.00,,,,,OD0665,C050,P0557,10/9/2022,569.00,30.00%
P0666,Men,Bottomwear,Shorts,Puma,36,Brown,4.00,,,,,OD0666,C051,P0557,4/14/2022,569.00,30.00%
P0667,Men,Bottomwear,Shorts,Puma,32,Brown,4.00,,,,,OD0667,C052,P0557,10/1/2022,569.00,30.00%
P0668,Men,Bottomwear,Shorts,Puma,32,Brown,4.00,,,,,OD0668,C053,P0557,3/4/2022,569.00,30.00%
P0669,Men,Bottomwear,Shorts,Puma,32,Brown,5.00,,,,,OD0669,C054,P0557,5/13/2022,569.00,30.00%
P0670,Men,Bottomwear,Shorts,Puma,32,White,3.00,,,,,OD0670,C055,P0558,2/1/2023,349.00,30.00%
P0671,Men,Bottomwear,Shorts,Puma,32,White,3.00,,,,,OD0671,C056,P0559,6/25/2022,350.00,30.00%
P0672,Men,Bottomwear,Shorts,Puma,32,White,4.00,,,,,OD0672,C057,P0560,1/28/2022,351.00,30.00%
P0673,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,White,4.00,,,,,OD0673,C058,P0561,2/5/2022,352.00,30.00%
P0674,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,White,4.00,,,,,OD0674,C059,P0562,3/14/2022,353.00,30.00%
P0675,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,Off white,3.00,,,,,OD0675,C060,P0563,5/8/2022,354.00,30.00%
P0676,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,Off white,3.00,,,,,OD0676,C061,P0564,4/6/2022,355.00,30.00%
P0677,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,32,Off white,5.00,,,,,OD0677,C062,P0565,11/19/2022,356.00,30.00%
P0678,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Off white,4.00,,,,,OD0678,C063,P0566,12/31/2021,999.00,30.00%
P0679,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,5.00,,,,,OD0679,C064,P0567,10/11/2022,555.00,30.00%
P0680,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,5.00,,,,,OD0680,C065,P0568,2/19/2023,555.00,30.00%
P0681,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,5.00,,,,,OD0681,C066,P0569,10/13/2021,555.00,30.00%
P0682,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,4.00,,,,,OD0682,C067,P0570,1/10/2022,555.00,30.00%
P0683,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Black,4.00,,,,,OD0683,C068,P0571,1/2/2023,1025.00,30.00%
P0684,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Beige,4.00,,,,,OD0684,C069,P0572,3/28/2022,1025.00,30.00%
P0685,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Beige,4.00,,,,,OD0685,C070,P0573,2/18/2023,1025.00,30.00%
P0686,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Beige,4.00,,,,,OD0686,C071,P0574,4/17/2022,555.00,30.00%
P0687,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Navy Blue,4.00,,,,,OD0687,C072,P0575,5/1/2021,599.00,30.00%
P0688,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,30,Navy Blue,3.00,,,,,OD0688,C073,P0576,10/19/2022,555.00,30.00%
P0689,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,34,Navy Blue,2.00,,,,,OD0689,C074,P0577,10/18/2022,555.00,30.00%
P0690,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,34,Navy Blue,3.00,,,,,OD0690,C075,P0578,8/24/2021,565.00,30.00%
P0691,Men,Bottomwear,Shorts,HRX by Hrithik Roshan ,34,Navy Blue,3.00,,,,,OD0691,C076,P0579,2/21/2022,555.00,30.00%
P0692,Men,Bottomwear,Shorts,Jockey,34,Navy Blue,5.00,,,,,OD0692,C077,P0580,11/15/2022,999.00,30.00%
P0693,Men,Bottomwear,Shorts,Jockey,34,Blue,4.00,,,,,OD0693,C078,P0581,1/27/2023,999.00,30.00%
P0694,Men,Bottomwear,Shorts,Jockey,34,Blue,3.00,,,,,OD0694,C079,P0581,1/11/2023,999.00,30.00%
P0695,Men,Bottomwear,Shorts,Jockey,36,Blue,3.00,,,,,OD0695,C080,P0581,5/28/2022,999.00,30.00%
P0696,Men,Bottomwear,Shorts,Jockey,36,Blue,5.00,,,,,OD0696,C081,P0581,11/28/2021,1119.00,30.00%
P0697,Men,Bottomwear,Shorts,Jockey,36,Blue,4.00,,,,,OD0697,C082,P0581,4/4/2021,1119.00,30.00%
P0698,Men,Bottomwear,Shorts,Jockey,36,White,3.00,,,,,OD0698,C083,P0582,9/28/2022,1119.00,30.00%
P0699,Men,Bottomwear,Shorts,Jockey,36,White,5.00,,,,,OD0699,C084,P0583,5/12/2021,1119.00,30.00%
P0700,Men,Bottomwear,Shorts,Jockey,36,White,4.00,,,,,OD0700,C085,P0584,8/26/2022,985.00,30.00%
P0701,Men,Bottomwear,Shorts,H&M,36,White,4.00,,,,,OD0701,C086,P0585,7/8/2022,985.00,30.00%
P0702,Men,Bottomwear,Shorts,H&M,36,White,5.00,,,,,OD0702,C087,P0586,12/17/2021,985.00,30.00%
P0703,Men,Bottomwear,Shorts,H&M,36,Charcoal,3.00,,,,,OD0703,C088,P0587,11/19/2022,985.00,30.00%
P0704,Men,Bottomwear,Shorts,H&M,36,Charcoal,2.00,,,,,OD0704,C089,P0588,4/30/2021,985.00,30.00%
P0705,Men,Bottomwear,Shorts,H&M,36,Charcoal,5.00,,,,,OD0705,C090,P0589,1/30/2022,369.00,30.00%
P0706,Men,Bottomwear,Shorts,H&M,36,Charcoal,4.00,,,,,OD0706,C091,P0590,2/14/2023,399.00,30.00%
P0707,Men,Bottomwear,Shorts,H&M,36,Charcoal,3.00,,,,,OD0707,C092,P0591,2/8/2022,399.00,30.00%
P0708,Men,Bottomwear,Shorts,H&M,36,khaki,5.00,,,,,OD0708,C093,P0592,2/17/2023,399.00,30.00%
P0709,Men,Bottomwear,Shorts,H&M,36,khaki,4.00,,,,,OD0709,C094,P0593,7/21/2021,399.00,30.00%
P0710,Men,Bottomwear,Shorts,H&M,34,khaki,2.00,,,,,OD0710,C095,P0594,4/5/2022,555.00,30.00%
P0711,Men,Bottomwear,Shorts,H&M,34,Sea Green,5.00,,,,,OD0711,C096,P0595,4/5/2021,555.00,30.00%
P0712,Men,Bottomwear,Shorts,H&M,34,Sea Green,5.00,,,,,OD0712,C097,P0596,11/13/2022,555.00,30.00%
P0713,Men,Bottomwear,Shorts,H&M,32,Sea Green,4.00,,,,,OD0713,C098,P0596,3/16/2023,555.00,30.00%
P0714,Men,Bottomwear,Shorts,H&M,32,Yellow,4.00,,,,,OD0714,C099,P0596,4/8/2022,675.00,30.00%
P0715,Men,Bottomwear,Shorts,H&M,32,Yellow,4.00,,,,,OD0715,C100,P0596,9/28/2021,675.00,30.00%
P0716,Men,Bottomwear,Shorts,Adidas,34,Yellow,3.00,,,,,OD0716,C001,P0596,2/8/2022,675.00,30.00%
P0717,Men,Bottomwear,Shorts,Adidas,34,Yellow,5.00,,,,,OD0717,C002,P0597,1/7/2022,654.00,30.00%
P0718,Men,Bottomwear,Shorts,Adidas,34,Yellow,4.00,,,,,OD0718,C003,P0598,11/25/2022,654.00,30.00%
P0719,Men,Bottomwear,Shorts,Adidas,34,Grey,2.00,,,,,OD0719,C004,P0599,9/25/2022,654.00,30.00%
P0720,Men,Bottomwear,Shorts,Adidas,34,Grey,5.00,,,,,OD0720,C005,P0600,6/1/2021,654.00,30.00%
P0721,Men,Bottomwear,Shorts,Adidas,34,Grey,5.00,,,,,OD0721,C006,P0601,11/15/2021,356.00,30.00%
P0722,Men,Bottomwear,Shorts,Adidas,34,Grey,5.00,,,,,OD0722,C007,P0602,10/16/2021,686.00,30.00%
P0723,Men,Bottomwear,Shorts,Adidas,34,Purple,4.00,,,,,OD0723,C008,P0603,9/15/2022,456.00,30.00%
P0724,Men,Bottomwear,Shorts,Adidas,34,Purple,4.00,,,,,OD0724,C009,P0604,6/1/2022,516.00,30.00%
P0725,Men,Bottomwear,Shorts,Adidas,38,Purple,4.00,,,,,OD0725,C010,P0605,6/29/2022,355.00,30.00%
P0726,Men,Bottomwear,Shorts,Adidas,38,Purple,5.00,,,,,OD0726,C011,P0606,3/19/2023,465.00,30.00%
P0727,Men,Bottomwear,Shorts,Adidas,38,Purple,5.00,,,,,OD0727,C012,P0607,7/29/2021,965.00,30.00%
P0728,Men,Bottomwear,Shorts,Adidas,38,Teal,3.00,,,,,OD0728,C013,P0608,10/6/2022,1158.00,30.00%
P0729,Men,Bottomwear,Shorts,Adidas,38,Teal,5.00,,,,,OD0729,C014,P0609,3/28/2023,264.00,30.00%
P0730,Men,Bottomwear,Shorts,Adidas,38,Teal,5.00,,,,,OD0730,C015,P0610,7/19/2021,433.00,30.00%
P0731,Men,Bottomwear,Shorts,Adidas,36,Red,4.00,,,,,OD0731,C016,P0611,8/25/2021,562.00,30.00%
P0732,Men,Bottomwear,Shorts,Adidas,36,Red,3.00,,,,,OD0732,C017,P0612,4/5/2022,423.00,30.00%
P0733,Men,Bottomwear,Shorts,Adidas,36,Red,5.00,,,,,OD0733,C018,P0613,9/27/2021,621.00,30.00%
P0734,Men,Bottomwear,Shorts,Adidas,36,Mustard,4.00,,,,,OD0734,C019,P0614,1/31/2021,333.00,30.00%
P0735,Men,Bottomwear,Shorts,Nike,36,Mustard,3.00,,,,,OD0735,C020,P0615,5/8/2022,236.00,30.00%
P0736,Men,Bottomwear,Shorts,Nike,36,Mustard,5.00,,,,,OD0736,C021,P0616,5/12/2022,456.00,30.00%
P0737,Men,Bottomwear,Shorts,Nike,36,Mustard,5.00,,,,,OD0737,C022,P0617,8/3/2021,963.00,30.00%
P0738,Men,Bottomwear,Shorts,Nike,32,Mustard,4.00,,,,,OD0738,C023,P0618,2/13/2022,234.00,30.00%
P0739,Men,Bottomwear,Shorts,Nike,32,Teal,2.00,,,,,OD0739,C024,P0619,11/5/2021,456.00,30.00%
P0740,Men,Bottomwear,Shorts,Nike,32,Teal,3.00,,,,,OD0740,C025,P0620,11/17/2022,564.00,30.00%
P0741,Men,Bottomwear,Shorts,Nike,32,Teal,4.00,,,,,OD0741,C026,P0621,4/15/2021,634.00,30.00%
P0742,Men,Bottomwear,Shorts,Nike,32,Teal,5.00,,,,,OD0742,C027,P0622,2/27/2021,236.00,30.00%
P0743,Men,Bottomwear,Shorts,Nike,32,Blue,4.00,,,,,OD0743,C028,P0623,3/7/2023,444.00,30.00%
P0744,Men,Bottomwear,Shorts,Nike,32,Blue,4.00,,,,,OD0744,C029,P0624,9/26/2022,456.00,30.00%
P0745,Men,Bottomwear,Shorts,Nike,32,Blue,4.00,,,,,OD0745,C030,P0625,12/4/2021,963.00,30.00%
P0746,Men,Bottomwear,Shorts,Nike,32,Blue,3.00,,,,,OD0746,C031,P0626,2/17/2021,456.00,30.00%
P0747,Men,Bottomwear,Shorts,Nike,32,Black,2.00,,,,,OD0747,C032,P0627,8/7/2022,1189.00,30.00%
P0748,Men,Bottomwear,Shorts,Nike,32,Blue,5.00,,,,,OD0748,C033,P0628,10/23/2021,1298.00,30.00%
P0749,Men,Bottomwear,Shorts,Nike,32,White,4.00,,,,,OD0749,C034,P0628,12/25/2021,1456.00,30.00%
P0750,Men,Bottomwear,Shorts,Nike,34,Green,2.00,,,,,OD0750,C035,P0628,4/24/2021,1478.00,30.00%
P0751,Men,Bottomwear,Shorts,Nike,34,Olive,5.00,,,,,OD0751,C036,P0628,12/30/2022,256.00,30.00%
P0752,Men,Bottomwear,Shorts,Nike,34,Pink,5.00,,,,,OD0752,C037,P0629,11/18/2021,2698.00,30.00%
P0753,Men,Bottomwear,Shorts,Puma,34,Orange,4.00,,,,,OD0753,C038,P0630,5/29/2022,2364.00,30.00%
P0754,Men,Bottomwear,Shorts,Puma,34,Beige,4.00,,,,,OD0754,C039,P0631,7/5/2021,1236.00,30.00%
P0755,Men,Bottomwear,Shorts,Puma,34,Off white,4.00,,,,,OD0755,C040,P0632,2/13/2022,756.00,30.00%
P0756,Men,Bottomwear,Shorts,Puma,34,Purple,3.00,,,,,OD0756,C041,P0633,1/21/2021,326.00,30.00%
P0757,Men,Bottomwear,Shorts,Puma,36,Peach,5.00,,,,,OD0757,C042,P0634,4/13/2021,453.00,30.00%
P0758,Men,Bottomwear,Shorts,Puma,36,Sea Green,4.00,,,,,OD0758,C043,P0635,2/23/2021,326.00,30.00%
P0759,Men,Bottomwear,Shorts,Puma,36,Lavender,2.00,,,,,OD0759,C044,P0636,12/16/2022,456.00,30.00%
P0760,Men,Bottomwear,Shorts,Puma,36,Black,5.00,,,,,OD0760,C045,P0637,9/20/2022,675.00,30.00%
P0761,Men,Bottomwear,Shorts,Puma,36,Blue,5.00,,,,,OD0761,C046,P0638,5/28/2021,654.00,30.00%
P0762,Men,Bottomwear,Shorts,Puma,36,White,5.00,,,,,OD0762,C047,P0639,10/10/2021,654.00,30.00%
P0763,Men,Bottomwear,Shorts,Puma,36,Green,4.00,,,,,OD0763,C048,P0640,10/10/2021,654.00,30.00%
P0764,Men,Bottomwear,Shorts,Puma,36,Black,4.00,,,,,OD0764,C049,P0641,9/27/2022,654.00,30.00%
P0765,Men,Bottomwear,Shorts,Puma,36,Black,4.00,,,,,OD0765,C050,P0642,2/5/2021,356.00,30.00%
P0766,Men,Bottomwear,Shorts,Puma,36,Orange,5.00,,,,,OD0766,C051,P0643,7/14/2022,686.00,30.00%
P0767,Men,Bottomwear,Shorts,Puma,36,Beige,5.00,,,,,OD0767,C052,P0643,4/20/2022,456.00,30.00%
P0768,Men,Bottomwear,Shorts,Puma,36,Off white,3.00,,,,,OD0768,C053,P0643,2/10/2022,516.00,30.00%
P0769,Men,Bottomwear,Shorts,Puma,38,Purple,5.00,,,,,OD0769,C054,P0643,8/22/2022,355.00,30.00%
P0770,Men,Bottomwear,Shorts,Puma,38,Peach,5.00,,,,,OD0770,C055,P0643,1/29/2021,465.00,30.00%
P0771,Men,Bottomwear,Shorts,Puma,38,Sea Green,4.00,,,,,OD0771,C056,P0644,11/4/2022,965.00,30.00%
P0772,Men,Bottomwear,Shorts,Puma,38,Lavender,3.00,,,,,OD0772,C057,P0645,5/21/2022,1158.00,30.00%
P0773,Men,Bottomwear,Pants,Puma,38,Black,4.00,,,,,OD0773,C058,P0646,8/15/2022,264.00,30.00%
P0774,Men,Bottomwear,Pants,Puma,38,Blue,5.00,,,,,OD0774,C059,P0647,1/6/2021,433.00,30.00%
P0775,Men,Bottomwear,Pants,Puma,38,White,3.00,,,,,OD0775,C060,P0648,4/26/2022,562.00,30.00%
P0776,Men,Bottomwear,Pants,Puma,38,Green,2.00,,,,,OD0776,C061,P0649,5/9/2022,423.00,30.00%
P0777,Men,Bottomwear,Pants,Puma,38,Olive,5.00,,,,,OD0777,C062,P0650,9/29/2022,621.00,30.00%
P0778,Men,Bottomwear,Pants,Puma,38,Pink,4.00,,,,,OD0778,C063,P0651,6/29/2022,333.00,30.00%
P0779,Men,Bottomwear,Pants,Puma,32,Orange,3.00,,,,,OD0779,C064,P0652,10/14/2021,236.00,30.00%
P0780,Men,Bottomwear,Pants,Puma,32,Beige,5.00,,,,,OD0780,C065,P0653,3/31/2021,456.00,30.00%
P0781,Men,Bottomwear,Pants,Puma,32,Off white,4.00,,,,,OD0781,C066,P0654,6/2/2021,963.00,30.00%
P0782,Men,Bottomwear,Pants,Puma,32,Purple,2.00,,,,,OD0782,C067,P0655,7/19/2021,234.00,30.00%
P0783,Men,Bottomwear,Pants,Puma,32,Peach,5.00,,,,,OD0783,C068,P0656,2/3/2023,456.00,30.00%
P0784,Men,Bottomwear,Pants,Puma,32,Sea Green,5.00,,,,,OD0784,C069,P0657,4/23/2022,564.00,30.00%
P0785,Men,Bottomwear,Pants,Puma,32,Lavender,4.00,,,,,OD0785,C070,P0658,1/11/2023,634.00,30.00%
P0786,Men,Bottomwear,Pants,Puma,32,Lavender,4.00,,,,,OD0786,C071,P0659,10/6/2022,236.00,30.00%
P0787,Men,Bottomwear,Pants,Puma,32,Lavender,4.00,,,,,OD0787,C072,P0660,11/18/2022,444.00,30.00%
P0788,Men,Bottomwear,Pants,Puma,32,Lavender,3.00,,,,,OD0788,C073,P0661,12/15/2022,456.00,30.00%
P0789,Men,Bottomwear,Pants,Puma,30,Lavender,5.00,,,,,OD0789,C074,P0662,1/1/2023,963.00,30.00%
P0790,Men,Bottomwear,Pants,Puma,30,Lavender,4.00,,,,,OD0790,C075,P0663,9/2/2022,456.00,30.00%
